Year,CensusCode,TotalEst,CensusCode2,Name,Unsheltered,Sheltered,Total
2018,900805b,0,900805b,Lancaster,0,0,
2018,910202a,0,910202a,Lancaster,0,0,
2018,106642b,2.4,106642b,Granada Hills,2.4,0,
2018,121010d,0,121010d,Sun Valley,0,0,
2018,131600a,0,131600a,Reseda,0,0,
2018,189300b,0,189300b,Hollywood Hills,0,0,
2018,197200a,0,197200a,Elysian Valley,0,0,
2018,265410c,0,265410c,Brentwood,0,0,
2018,271600b,0,271600b,Mar Vista,0,0,
2018,277000a,0,277000a,Westchester/Playa,0,0,
2018,294301b,0,294301b,Wilmington,0,0,
2018,311600b,0,311600b,Burbank,0,0,
2018,311801a,0,311801a,Burbank,0,2,
2018,403403b,0,403403b,Walnut,2.4,0,
2018,407702a,0,407702a,La Puente,0,0,
2018,433504b,0,433504b,South El Monte,0,0,
2018,480011b,0,480011b,East San Gabriel,0,0,
2018,500403b,0,500403b,Pico Rivera,0,0,
2018,553200b,0,553200b,Bellflower,0,0,
2018,554514b,0,554514b,Cerritos,0,0,
2018,600502a,0,600502a,Inglewood,0,0,
2018,620305b,0,620305b,Manhattan Beach,0,0,
2018,650001a,0,650001a,Torrance,0,0,
2018,650001b,0,650001b,Torrance,0,0,
2018,901102b,0,901102b,Quartz Hill,0,0,
2018,910715c,0,910715c,Palmdale,0,0,
2018,121010a,2.3,121010a,Sun Valley,2.3,0,
2018,143800b,0,143800b,Studio City,0,0,
2018,183401c,0,183401c,Eagle Rock,0,0,
2018,215101a,0,215101a,Mid-Wilshire,0,0,
2018,217001b,0,217001b,South Robertson,0,0,
2018,228210a,0,228210a,Central-Alameda,0,0,
2018,293307b,0,293307b,Harbor City,0,0,
2018,402502a,0,402502a,Pomona,0,0,
2018,404504b,0,404504b,Azusa,0,0,
2018,408724b,0,408724b,Rowland Heights,0,0,
2018,433504a,0,433504a,El Monte,0,0,
2018,461200b,0,461200b,Altadena,0,0,
2018,501001c,0,501001c,Pico Rivera,0,0,
2018,550602b,0,550602b,Downey,0,0,
2018,554512b,0,554512b,Cerritos,0,0,
2018,601801a,0,601801a,Lennox,0,0,
2018,602600b,0,602600b,Gardena,0,0,
2018,602600c,0,602600c,Gardena,0,0,
2018,980021d,0,980021d,Lake View Terrace,0,0,
2018,101122b,2.2,101122b,Tujunga,2.2,0,
2018,103101p,0,103101p,Sunland,0,0,
2018,121020a,0,121020a,Sun Valley,0,0,
2018,123205b,0,123205b,North Hollywood,0,0,
2018,137502a,0,137502a,Woodland Hills,0,0,
2018,139402a,0,139402a,Tarzana,0,0,
2018,139703b,0,139703b,Tarzana,0,0,
2018,195500b,0,195500b,Echo Park,0,0,
2018,213202a,0,213202a,Harvard Heights,0,0,
2018,237500b,0,237500b,Vermont-Slauson,0,0,
2018,407501a,0,407501a,West Puente Valley,0,0,
2018,407802b,0,407802b,Industry,0,0,
2018,502200b,0,502200b,West Whittier-Los Nietos,0,0,
2018,532604a,0,532604a,Huntington Park,0,0,
2018,551700a,0,551700a,Downey,0,0,
2018,670701b,0,670701b,Rancho Palos Verdes,0,0,
2018,701601a,0,701601a,Santa Monica,0,0,
2018,701801cfwyN,0,701801cfwyN,Santa Monica,1.2,1,
2018,701902dStr,0,701902dStr,Santa Monica,1.9,0,
2018,980021a,0,980021a,Pacoima,2.2,0,
2018,433102b,2.19999999999999,433102b,South El Monte,2.19999999999999,0,
2018,113401d,2.1,113401d,Winnetka,2.1,0,
2018,115201a,0,115201a,Northridge,0,0,
2018,137302b,0,137302b,Woodland Hills,0,0,
2018,195500c,0,195500c,Silver Lake,0,0,
2018,211121b,0,211121b,Westlake,0,0,
2018,224310a,0,224310a,Pico-Union,0,0,
2018,237500a,0,237500a,Vermont-Slauson,0,0,
2018,241120a,0,241120a,Broadway-Manchester,0,0,
2018,269300a,0,269300a,West Los Angeles,0,0,
2018,400603a,0,400603a,Azusa,0,0,
2018,400800a,0,400800a,Glendora,0,0,
2018,403801e,0,403801e,Charter Oak,0,0,
2018,481500b,0,481500b,Alhambra,0,0,
2018,482522c,0,482522c,Rosemead,0.3,2,
2018,502200a,0,502200a,West Whittier-Los Nietos,2.1,0,
2018,531201a,0,531201a,East Los Angeles,0,0,
2018,531603b,0,531603b,East Los Angeles,0,0,
2018,542401a,0,542401a,Compton,0,0,
2018,602302a,0,602302a,Hawthorne,0,0,
2018,701304bc,0,701304bc,Santa Monica,0,0,
2018,701602a,0,701602a,Santa Monica,0,0,
2018,901205b,0,901205b,Lancaster,0,0,
2018,910711b,0,910711b,Palmdale,0,0,
2018,189300c,2.09999999999999,189300c,Los Feliz,2.09999999999999,0,
2018,106642a,2,106642a,Granada Hills,2,0,
2018,119700a,0,119700a,Arleta,0,0,
2018,120020,0,120020,Panorama City,0,0,
2018,123510b,0,123510b,Valley Glen,0,0,
2018,127220,0,127220,Van Nuys,0,0,
2018,127605b,0,127605b,Van Nuys,0,0,
2018,134103,0,134103,Winnetka,0,0,
2018,134104,0,134104,Winnetka,0,0,
2018,141101,0,141101,Sherman Oaks,0,0,
2018,143300c,0,143300c,Valley Village,0,0,
2018,190520,0,190520,East Hollywood,0,0,
2018,213100a,0,213100a,Harvard Heights,0,0,
2018,217002,0,217002,South Robertson,0,0,
2018,239802b,0,239802b,Florence,0,0,
2018,269100,0,269100,South Robertson,0,0,
2018,401202b,0,401202b,Glendora,0,0,
2018,461200a,0,461200a,Altadena,0,0,
2018,480803,0,480803,Alhambra,0,0,
2018,482002b,0,482002b,Monterey Park,0,0,
2018,482101,0,482101,Monterey Park,0,0,
2018,482303,0,482303,Rosemead,0,0,
2018,482304,0,482304,Rosemead,0,0,
2018,500202b,0,500202b,Whittier,0,0,
2018,503104,0,503104,South Whittier,0,0,
2018,503401b,0,503401b,Whittier,0,0,
2018,503402,0,503402,Whittier,0,0,
2018,532606,0,532606,Huntington Park,0,0,
2018,533503,0,533503,Huntington Park,0,0,
2018,542103b,0,542103b,East Compton,0,0,
2018,543304b,0,543304b,Carson,0,0,
2018,554204a,0,554204a,Bellflower,0,0,
2018,602003,0,602003,Inglewood,0,0,
2018,602104,0,602104,Hawthorne,0,0,
2018,620602,0,620602,Redondo Beach,0,0,
2018,621001,0,621001,Hermosa Beach,0,0,
2018,700600b,0,700600b,Beverly Hills,0,0,
2018,701801cfwyS,0,701801cfwyS,Santa Monica,1.1,1,
2018,702300e,0,702300e,Santa Monica,2,0,
2018,702803,0,702803,Culver City,0,0,
2018,910715b,0,910715b,Palmdale,0,0,
2018,980005,0,980005,Torrance,0,0,
2018,920030a,1.99999999999999,920030a,Santa Clarita,1.99999999999999,0,
2018,104204p,1.9,104204p,Lake View Terrace,1.9,0,
2018,111400a,0,111400a,Granada Hills,0,0,
2018,119700b,0,119700b,Arleta,0,0,
2018,124201b,0,124201b,North Hollywood,0,0,
2018,137502b,0,137502b,Woodland Hills,0,0,
2018,183402a,0,183402a,Highland Park,0,0,
2018,204700b,0,204700b,Boyle Heights,0,0,
2018,207502b,0,207502b,Downtown,0,0,
2018,211121a,0,211121a,Westlake,0,0,
2018,218210b,0,218210b,Mid-City,0,0,
2018,221401b,0,221401b,Jefferson Park,0,0,
2018,231210b,0,231210b,Exposition Park,0,0,
2018,275102b,0,275102b,Del Rey,0,0,
2018,400800b,0,400800b,Azusa,0,0,
2018,401101b,0,401101b,Glendora,0,0,
2018,401704a,0,401704a,Pomona,0,0,
2018,408630a,0,408630a,Hacienda Heights,0,0,
2018,482522a,0,482522a,Montebello,0.3,2,
2018,500403a,0,500403a,Pico Rivera,1.9,0,
2018,503000b,0,503000b,South Whittier,0,0,
2018,540502a,0,540502a,Lynwood,0,0,
2018,570901b,0,570901b,Lakewood,0,0,
2018,602302b,0,602302b,Hawthorne,0,0,
2018,701302a,0,701302a,Santa Monica,0,0,
2018,701602b,0,701602b,Santa Monica,0,0,
2018,702300a,0,702300a,Santa Monica,0,0,
2018,910706a,0,910706a,Palmdale,0,0,
2018,910711a,0,910711a,Palmdale,0,0,
2018,102103,1.8,102103,Shadow Hills,1.8,0,
2018,108104,0,108104,Porter Ranch,0,0,
2018,111302,0,111302,Northridge,0,0,
2018,113237p,0,113237p,Chatsworth,0,0,
2018,123303b,0,123303b,Valley Glen,0,0,
2018,123902a,0,123902a,North Hollywood,0,0,
2018,124203,0,124203,North Hollywood,0,0,
2018,124700a,0,124700a,Sherman Oaks,0,0,
2018,124700b,0,124700b,Sherman Oaks,0,0,
2018,131701,0,131701,Reseda,0,0,
2018,134421,0,134421,West Hills,0,0,
2018,137000,0,137000,Woodland Hills,0,0,
2018,185310,0,185310,Cypress Park,0,0,
2018,189102,0,189102,Los Feliz,0,0,
2018,195202,0,195202,Los Feliz,0,0,
2018,201402,0,201402,El Sereno,0,0,
2018,208904b,0,208904b,Westlake,0,0,
2018,218400,0,218400,Mid-City,0,0,
2018,218702a,0,218702a,West Adams,0,0,
2018,239320,0,239320,Florence,0,0,
2018,276400,0,276400,Westchester/Playa,0,0,
2018,401703,0,401703,Pomona,0,0,
2018,402001,0,402001,Claremont,0,0,
2018,404901,0,404901,Baldwin Park,0,0,
2018,404903,0,404903,Baldwin Park,0,0,
2018,405001,0,405001,Baldwin Park,0,0,
2018,406411,0,406411,West Covina,0,0,
2018,408139,0,408139,South San Jose Hills,0,0,
2018,432201,0,432201,Rosemead,0,0,
2018,481401,0,481401,San Gabriel,0,0,
2018,482502,0,482502,Rosemead,0,0,
2018,533001,0,533001,Florence-Firestone,0,0,
2018,542401b,0,542401b,Compton,0,0,
2018,550201b,0,550201b,Norwalk,0,0,
2018,551401,0,551401,Downey,0,0,
2018,552001,0,552001,Norwalk,0,0,
2018,554001,0,554001,Bellflower,0,0,
2018,603005,0,603005,Gardena,0,0,
2018,620303,0,620303,Manhattan Beach,0,0,
2018,651001a,0,651001a,Torrance,0,0,
2018,651001b,0,651001b,Torrance,0,0,
2018,651222,0,651222,Torrance,0,0,
2018,702502a,0,702502a,Culver City,0,0,
2018,702901b,0,702901b,Marina del Rey,0,0,
2018,910605a,0,910605a,Palmdale,0,0,
2018,910605b,0,910605b,Palmdale,0,0,
2018,920033,0,920033,Castaic Canyons,0,0,
2018,920116,0,920116,Castaic,0,0,
2018,311500a,1.79999999999999,311500a,Burbank,1.79999999999999,0,
2018,311500b,0,311500b,Burbank,0,0,
2018,311500c,0,311500c,Burbank,0,0,
2018,407002c,0,407002c,Industry,0,0,
2018,408137a,0,408137a,South San Jose Hills,0,0,
2018,702300d,0,702300d,Santa Monica,0,0,
2018,113102a,1.7,113102a,Chatsworth,1.7,0,
2018,115201b,0,115201b,Northridge,0,0,
2018,132101,0,132101,Lake Balboa,0,0,
2018,132700c,0,132700c,Encino,0,0,
2018,141304,0,141304,Sherman Oaks,0,0,
2018,207103b,0,207103b,Chinatown,0,0,
2018,208000a,0,208000a,Westlake,0,0,
2018,212620a,0,212620a,Koreatown,0,0,
2018,212701a,0,212701a,Koreatown,0,0,
2018,222700,0,222700,University Park,0,0,
2018,275102a,0,275102a,Del Rey,0,0,
2018,297201a,0,297201a,San Pedro,0,0,
2018,405002a,0,405002a,Baldwin Park,0,0,
2018,405202,0,405202,Baldwin Park,0,0,
2018,407601,0,407601,La Puente,0,0,
2018,407602,0,407602,La Puente,0,0,
2018,408202a,0,408202a,Industry,0,0,
2018,433401b,0,433401b,El Monte,0,0,
2018,480500a,0,480500a,South Pasadena,0,0,
2018,481500a,0,481500a,Alhambra,0,0,
2018,481800,0,481800,Alhambra,0,0,
2018,482301,0,482301,San Gabriel,0,0,
2018,482521a,0,482521a,South San Gabriel,0,0,
2018,500800,0,500800,Pico Rivera,0,0,
2018,501802,0,501802,Whittier,0,0,
2018,503401a,0,503401a,Whittier,0,0,
2018,533401,0,533401,Maywood,0,0,
2018,535803,0,535803,South Gate,0,0,
2018,551202,0,551202,Downey,0,0,
2018,553902,0,553902,Paramount,0,0,
2018,554103,0,554103,Bellflower,0,0,
2018,604002,0,604002,Lawndale,0,0,
2018,901007a,0,901007a,Lancaster,0,0,
2018,901007b,0,901007b,Lancaster,0,0,
2018,901209c,0,901209c,Northwest Antelope Valley,0,0,
2018,108201b,1.6,108201b,Porter Ranch,1.6,0,
2018,111400b,0,111400b,North Hills,0,0,
2018,120300a,0,120300a,Panorama City,0,0,
2018,134303c,0,134303c,West Hills,0,0,
2018,141500,0,141500,Encino,0,0,
2018,143700c,0,143700c,Studio City,0,0,
2018,197200b,0,197200b,Elysian Valley,0,0,
2018,211922,0,211922,Koreatown,0,0,
2018,212620b,0,212620b,Koreatown,0,0,
2018,221810a,0,221810a,Adams-Normandie,0,0,
2018,234901a,0,234901a,Hyde Park,0,0,
2018,236000c,0,236000c,Baldwin Hills/Crenshaw,0,0,
2018,269906,0,269906,Palms,0,0,
2018,403403a,0,403403a,Walnut,0,0,
2018,403702a,0,403702a,Covina,0,0,
2018,403702b,0,403702b,Covina,0,0,
2018,408006,0,408006,West Covina,0,0,
2018,481101,0,481101,San Gabriel,0,0,
2018,482002a,0,482002a,Monterey Park,0,0,
2018,482600b,0,482600b,Monterey Park,0,0,
2018,503000c,0,503000c,South Whittier,0,0,
2018,531201b,0,531201b,East Los Angeles,0,0,
2018,531800a,0,531800a,East Los Angeles,0,0,
2018,534804,0,534804,Walnut Park,0,0,
2018,541100a,0,541100a,Compton,0,0,
2018,542104b,0,542104b,Compton,0,0,
2018,551201,0,551201,Downey,0,0,
2018,554522a,0,554522a,Cerritos,0,0,
2018,603703,0,603703,Hawthorne,0,0,
2018,620002,0,620002,El Segundo,0,0,
2018,650502,0,650502,Torrance,0,0,
2018,650702,0,650702,Torrance,0,0,
2018,670701a,0,670701a,Rancho Palos Verdes,0,0,
2018,700700c,0,700700c,Beverly Hills,0,0,
2018,920023,0,920023,Santa Clarita,0,0,
2018,920110,0,920110,Santa Clarita,0,0,
2018,920322,0,920322,Santa Clarita,0,0,
2018,120400b,1.59999999999999,120400b,Panorama City,1.59999999999999,0,
2018,550700a,0,550700a,Downey,0,0,
2018,702300c,0,702300c,Santa Monica,0,0,
2018,101400a,1.5,101400a,Tujunga,1.5,0,
2018,124600,0,124600,Sherman Oaks,0,0,
2018,125310b,0,125310b,North Hollywood,0,0,
2018,128802,0,128802,Sherman Oaks,0,0,
2018,137501b,0,137501b,Woodland Hills,0,0,
2018,139302a,0,139302a,Tarzana,0,0,
2018,139302b,0,139302b,Tarzana,0,0,
2018,201302a,0,201302a,Montecito Heights,0,0,
2018,203200a,0,203200a,Boyle Heights,0,0,
2018,216200d,0,216200d,Mid-Wilshire,0,0,
2018,269904b,0,269904b,Palms,0,0,
2018,401602b,0,401602b,La Verne,0,0,
2018,401701c,0,401701c,Pomona,0,0,
2018,403801c,0,403801c,Charter Oak,0,0,
2018,403801d,0,403801d,Covina,0,0,
2018,406500a,0,406500a,West Covina,0,0,
2018,406500b,0,406500b,West Covina,0,0,
2018,530003a,0,530003a,Montebello,0,0,
2018,550800b,0,550800b,Downey,0,0,
2018,570901a,0,570901a,Lakewood,0,0,
2018,651402b,0,651402b,Torrance,0,0,
2018,701601b,0,701601b,Santa Monica,0,0,
2018,701601c,0,701601c,Santa Monica,0,0,
2018,701601d,0,701601d,Santa Monica,0,0,
2018,800329a,0,800329a,Agoura Hills,0,0,
2018,910601c,0,910601c,Palmdale,0,0,
2018,910707b,0,910707b,Palmdale,0,0,
2018,910810b,0,910810b,Castaic Canyons,0,0,
2018,101122a,1.4,101122a,Tujunga,1.4,0,
2018,104821a,0,104821a,Pacoima,0,0,
2018,115301b,0,115301b,Northridge,0,0,
2018,123510a,0,123510a,Valley Glen,0,0,
2018,123902b,0,123902b,Valley Glen,0,0,
2018,124102a,0,124102a,North Hollywood,0,0,
2018,124103a,0,124103a,North Hollywood,0,0,
2018,124103b,0,124103b,North Hollywood,0,0,
2018,134901a,0,134901a,Winnetka,0,0,
2018,137502c,0,137502c,Woodland Hills,0,0,
2018,139600b,0,139600b,Encino,0,0,
2018,143604b,0,143604b,Studio City,0,0,
2018,189701a,0,189701a,Hollywood Hills,0,0,
2018,189701d,0,189701d,Hollywood Hills,0,0,
2018,204120a,0,204120a,Boyle Heights,0,0,
2018,204120b,0,204120b,Boyle Heights,0,0,
2018,219902a,0,219902a,West Adams,0,0,
2018,221401a,0,221401a,Jefferson Park,0,0,
2018,241120b,0,241120b,Broadway-Manchester,0,0,
2018,273800b,0,273800b,Mar Vista,0,0,
2018,276000a,0,276000a,Westchester/Playa,0,0,
2018,276000b,0,276000b,Westchester/Playa,0,0,
2018,400404b,0,400404b,Glendora,0,0,
2018,404503a,0,404503a,Vincent,0,0,
2018,404503b,0,404503b,Azusa,0,0,
2018,408301b,0,408301b,Avocado Heights,0,0,
2018,501002c,0,501002c,Whittier,0,0,
2018,503501b,0,503501b,South Whittier,0,0,
2018,540201b,0,540201b,Lynwood,0,0,
2018,541200c,0,541200c,Compton,0,0,
2018,551700b,0,551700b,Downey,0,0,
2018,700600a,0,700600a,Beverly Hills,0,0,
2018,703002a,0,703002a,South Robertson,0,0,
2018,901213a,0,901213a,Leona Valley,0,0,
2018,910301b,0,910301b,Palmdale,0,0,
2018,910601a,0,910601a,Palmdale,0,0,
2018,111206b,1.3,111206b,Porter Ranch,1.3,0,
2018,125401a,0,125401a,North Hollywood,0,0,
2018,135203b,0,135203b,West Hills,0,0,
2018,139600a,0,139600a,Encino,0,0,
2018,143603a,0,143603a,Studio City,0,0,
2018,197200c,0,197200c,Elysian Valley,0,0,
2018,211320,0,211320,Koreatown,0,0,
2018,211320b,0,211320b,Koreatown,0,0,
2018,310601a,0,310601a,Burbank,0,0,
2018,402403b,0,402403b,Pomona,0,0,
2018,403322a,0,403322a,Diamond Bar,0,0,
2018,433401a,0,433401a,El Monte,0,0,
2018,480500b,0,480500b,South Pasadena,0,0,
2018,482001b,0,482001b,Monterey Park,0,0,
2018,503602a,0,503602a,La Mirada,0,0,
2018,540201a,0,540201a,Lynwood,0,0,
2018,543801a,0,543801a,Carson,0,0,
2018,550800a,0,550800a,Downey,0,0,
2018,700700a,0,700700a,Beverly Hills,0,0,
2018,702901d,0,702901d,Marina del Rey,0,0,
2018,910502a,0,910502a,Palmdale,0,0,
2018,910707a,0,910707a,Palmdale,0,0,
2018,910715a,0,910715a,Palmdale,0,0,
2018,408724a,1.29999999999999,408724a,Rowland Heights,1.29999999999999,0,
2018,554514a,0,554514a,Cerritos,0,0,
2018,901209b,0,901209b,Ridge Route,0,0,
2018,901209i,0,901209i,Northwest Antelope Valley,0,0,
2018,103102b,1.2,103102b,Sunland,1.2,0,
2018,103102c,0,103102c,Sunland,0,0,
2018,113301b,0,113301b,Northridge,0,0,
2018,125200b,0,125200b,Valley Village,0,0,
2018,134901b,0,134901b,Tarzana,0,0,
2018,143400b,0,143400b,Studio City,0,0,
2018,195100b,0,195100b,Silver Lake,0,0,
2018,199202b,0,199202b,Montecito Heights,0,0,
2018,234901b,0,234901b,Hyde Park,0,0,
2018,275602c,0,275602c,Playa Vista,0,0,
2018,402403a,0,402403a,Pomona,0,0,
2018,403401a,0,403401a,Walnut,0,0,
2018,406902d,0,406902d,West Covina,0,0,
2018,407002d,0,407002d,Baldwin Park,0,0,
2018,432102b,0,432102b,Temple City,0,0,
2018,480400b,0,480400b,Alhambra,0,0,
2018,541200a,0,541200a,Willowbrook,0,0,
2018,541802c,0,541802c,East Compton,0,0,
2018,542501b,0,542501b,Compton,0,0,
2018,555102a,0,555102a,Lakewood,0,0,
2018,700901a,0,700901a,Beverly Hills,0,0,
2018,701304pk,0,701304pk,Santa Monica,0,0,
2018,701601f,0,701601f,Santa Monica,0,0,
2018,701802bfwyS,0,701802bfwyS,Santa Monica,0,0,
2018,701802cfwyN,0,701802cfwyN,Santa Monica,0,0,
2018,702202b,0,702202b,Santa Monica,0,0,
2018,702901c,0,702901c,Marina del Rey,0,0,
2018,800328d,0,800328d,Calabasas,0,0,
2018,910505b,0,910505b,Palmdale,0,0,
2018,910813f,0,910813f,Agua Dulce,0,0,
2018,920107a,0,920107a,Santa Clarita,0,0,
2018,920312b,0,920312b,Santa Clarita,0,0,
2018,121010c,1.1,121010c,Sun Valley,1.1,0,
2018,125600b,0,125600b,Toluca Lake,0,0,
2018,139702a,0,139702a,Encino,0,0,
2018,143200c,0,143200c,Studio City,0,0,
2018,143300a,0,143300a,Studio City,0,0,
2018,143400c,0,143400c,Studio City,0,0,
2018,212701b,0,212701b,Arlington Heights,0,0,
2018,216401a,0,216401a,South Robertson,0,0,
2018,221810b,0,221810b,University Park,0,0,
2018,262303a,0,262303a,Brentwood,0,0,
2018,262501a,0,262501a,Pacific Palisades,0,0,
2018,265100b,0,265100b,Westwood,0,0,
2018,297201b,0,297201b,San Pedro,0,0,
2018,320100a,0,320100a,San Fernando,0,0,
2018,401602a,0,401602a,La Verne,0,0,
2018,401800a,0,401800a,Claremont,0,0,
2018,403316b,0,403316b,Diamond Bar,0,0,
2018,403318a,0,403318a,Pomona,0,0,
2018,403721c,0,403721c,Charter Oak,0,0,
2018,403801b,0,403801b,Covina,0,0,
2018,503501a,0,503501a,South Whittier,0,0,
2018,533703b,0,533703b,Commerce,0,0,
2018,541802b,0,541802b,Compton,0,0,
2018,542106c,0,542106c,East Compton,0,0,
2018,550602a,0,550602a,Downey,0,0,
2018,554801b,0,554801b,Artesia,0,0,
2018,650200a,0,650200a,Torrance,0,0,
2018,651402a,0,651402a,Torrance,0,0,
2018,700700b,0,700700b,Beverly Hills,0,0,
2018,701802afwyN,0,701802afwyN,Santa Monica,0,0,
2018,703002b,0,703002b,South Robertson,0,0,
2018,901209a,0,901209a,Ridge Route,0,0,
2018,920034a,0,920034a,Castaic Canyons,0,0,
2018,104108c,1,104108c,Pacoima,1,0,
2018,125200c,0,125200c,North Hollywood,0,0,
2018,127605a,0,127605a,Van Nuys,0,0,
2018,127804a,0,127804a,Van Nuys,0,0,
2018,127804b,0,127804b,Van Nuys,0,0,
2018,131600c,0,131600c,Reseda,0,0,
2018,132002,0,132002,Lake Balboa,0,0,
2018,134002b,0,134002b,Winnetka,0,0,
2018,134304,0,134304,Canoga Park,0,0,
2018,137104a,0,137104a,Woodland Hills,0,0,
2018,137301,0,137301,Woodland Hills,0,0,
2018,141202,0,141202,Sherman Oaks,0,0,
2018,143602,0,143602,Studio City,0,0,
2018,192410,0,192410,Larchmont,0,0,
2018,195201,0,195201,Los Feliz,0,0,
2018,222600,0,222600,Exposition Park,0,0,
2018,224420a,0,224420a,University Park,0,0,
2018,265410b,0,265410b,Brentwood,0,0,
2018,294510,0,294510,Wilmington,0,0,
2018,297300,0,297300,San Pedro,0,0,
2018,300200a,0,300200a,La Crescenta-Montrose,0,0,
2018,311400,0,311400,Burbank,0,0,
2018,320000,0,320000,Universal City,0,0,
2018,400304,0,400304,San Dimas,0,0,
2018,401202a,0,401202a,San Dimas,0,0,
2018,401500b,0,401500b,La Verne,0,0,
2018,403303a,0,403303a,Industry,0,0,
2018,403406,0,403406,Walnut,0,0,
2018,408137b,0,408137b,South San Jose Hills,0,0,
2018,408629,0,408629,Hacienda Heights,0,0,
2018,408704,0,408704,Rowland Heights,0,0,
2018,431100c,0,431100c,Mayflower Village,0,0,
2018,433401d,0,433401d,South El Monte,0,0,
2018,461300b,0,461300b,Altadena,0,0,
2018,480101,0,480101,Temple City,0,0,
2018,480703,0,480703,South Pasadena,0,0,
2018,481001,0,481001,Alhambra,0,0,
2018,481102,0,481102,San Gabriel,0,0,
2018,481606,0,481606,Alhambra,0,0,
2018,481711,0,481711,Monterey Park,0,0,
2018,482401,0,482401,Rosemead,0,0,
2018,500202a,0,500202a,Whittier,0,0,
2018,500300a,0,500300a,Pico Rivera,0,0,
2018,501503,0,501503,Whittier,0,0,
2018,502902c,0,502902c,Whittier,0,0,
2018,533702,0,533702,Maywood,0,0,
2018,534202,0,534202,Bell Gardens,0,0,
2018,542200b,0,542200b,East Compton,0,0,
2018,543905a,0,543905a,Carson,0,0,
2018,550000,0,550000,Norwalk,0,0,
2018,571000,0,571000,Lakewood,0,0,
2018,602403,0,602403,Hawthorne,0,0,
2018,602505a,0,602505a,Hawthorne,0,0,
2018,602505b,0,602505b,Hawthorne,0,0,
2018,602900b,0,602900b,Gardena,0,0,
2018,603301,0,603301,Gardena,0,0,
2018,603302,0,603302,Gardena,0,0,
2018,620001,0,620001,El Segundo,0,0,
2018,621102,0,621102,Hermosa Beach,0,0,
2018,651221,0,651221,Torrance,0,0,
2018,700802,0,700802,Beverly Hills,0,0,
2018,701201d,0,701201d,Santa Monica,0,0,
2018,901102c,0,901102c,Lancaster,0,0,
2018,910601b,0,910601b,Palmdale,0,0,
2018,920118,0,920118,Castaic,0,0,
2018,980030,0,980030,El Segundo,0,0,
2018,701802dfwyS,0.999999999999999,701802dfwyS,Santa Monica,0.999999999999999,0,
2018,800406c,0,800406c,Malibu,0,0,
2018,800406e,0,800406e,Malibu,0,0,
2018,108103b,0.9,108103b,Porter Ranch,0.9,0,
2018,111204a,0,111204a,Porter Ranch,0,0,
2018,113102c,0,113102c,Chatsworth,0,0,
2018,113322a,0,113322a,Chatsworth,0,0,
2018,125200d,0,125200d,North Hollywood,0,0,
2018,128702a,0,128702a,Sherman Oaks,0,0,
2018,128702b,0,128702b,Sherman Oaks,0,0,
2018,134901c,0,134901c,Reseda,0,0,
2018,143400e,0,143400e,Sherman Oaks,0,0,
2018,195902a,0,195902a,Silver Lake,0,0,
2018,203710b,0,203710b,Boyle Heights,0,0,
2018,216401b,0,216401b,South Robertson,0,0,
2018,216402b,0,216402b,South Robertson,0,0,
2018,269602b,0,269602b,Mid-City,0,0,
2018,271701a,0,271701a,Palms,0,0,
