Year,CensusCode,TotalEst,CensusCode2,Name,Unsheltered,Sheltered,Total
2018,533103a,0,533103a,Huntington Park,0,0,
2018,553100a,0,553100a,Bellflower,0,0,
2018,621326a,0,621326a,Redondo Beach,0,0,
2018,702002c,0,702002c,Santa Monica,0,0,
2018,703001b,0,703001b,South Robertson,0,0,
2018,910606,0,910606,Palmdale,0,0,
2018,124104a,5.2,124104a,North Hollywood,5.2,0,
2018,124104b,0,124104b,North Hollywood,0,0,
2018,187102d,0,187102d,Glassell Park,0,0,
2018,228220b,0,228220b,Central-Alameda,0,0,
2018,262604c,0,262604c,Pacific Palisades,0,0,
2018,400900a,0,400900a,Glendora,0,0,
2018,401902b,0,401902b,Claremont,0.5,5,
2018,404402a,0,404402a,Azusa,5.2,0,
2018,702002d,0,702002d,Santa Monica,0,0,
2018,980015d,0,980015d,Wilmington,0,0,
2018,125310a,5.19999999999999,125310a,North Hollywood,5.19999999999999,0,
2018,217200b,0,217200b,Mid-City,0,0,
2018,221210b,0,221210b,Harvard Heights,0,0,
2018,531102a,0,531102a,East Los Angeles,0,0,
2018,603704a,0,603704a,Hawthorne,0,0,
2018,117404b,5.1,117404b,North Hills,5.1,0,
2018,123020b,0,123020b,Sun Valley,0,0,
2018,123303a,0,123303a,Valley Glen,0,0,
2018,124000b,0,124000b,Valley Village,0,0,
2018,134710a,0,134710a,Winnetka,0,0,
2018,186202b,0,186202b,Glassell Park,0,0,
2018,208904a,0,208904a,Westlake,0,0,
2018,221110b,0,221110b,Pico-Union,0,0,
2018,241202b,0,241202b,Vermont Vista,0,0,
2018,270100b,0,270100b,Palms,0,0,
2018,272201a,0,272201a,Mar Vista,4,1,
2018,408212b,0,408212b,Rowland Heights,5.1,0,
2018,544001a,0,544001a,Carson,0,0,
2018,555002a,0,555002a,Lakewood,0,0,
2018,920031b,0,920031b,Santa Clarita,0,0,
2018,920035b,0,920035b,Santa Clarita,0.8,4,
2018,920332b,0,920332b,Santa Clarita,5.1,0,
2018,980013a,0,980013a,El Segundo,0,0,
2018,109300,5,109300,Granada Hills,5,0,
2018,117404a,0,117404a,North Hills,0,0,
2018,125502b,0,125502b,Toluca Lake,0,0,
2018,131400,0,131400,Reseda,0,0,
2018,185202b,0,185202b,Mount Washington,0,0,
2018,215102b,0,215102b,Mid-Wilshire,0,0,
2018,267502a,0,267502a,West Los Angeles,0,0,
2018,408004,0,408004,West Covina,0,0,
2018,432602,0,432602,El Monte,0,0,
2018,433902b,0,433902b,El Monte,0,0,
2018,544002a,0,544002a,Carson,0,0,
2018,553502,0,553502,Paramount,0,0,
2018,555104b,0,555104b,Lakewood,0,0,
2018,601211,0,601211,Inglewood,0,0,
2018,910813e,0,910813e,Agua Dulce,0,0,
2018,111202b,4.9,111202b,Granada Hills,4.9,0,
2018,119202a,0,119202a,Arleta,0,0,
2018,195901,0,195901,Silver Lake,0,0,
2018,212305,0,212305,Koreatown,0,0,
2018,271801a,0,271801a,Palms,0,0,
2018,311100a,0,311100a,Burbank,0,0,
2018,311200,0,311200,Burbank,0,0,
2018,406101b,0,406101b,Covina,1.7,3,
2018,408705b,0,408705b,Rowland Heights,0,5,
2018,530801,0,530801,East Los Angeles,4.9,0,
2018,531202a,0,531202a,East Los Angeles,0,0,
2018,534002,0,534002,Bell Gardens,0,0,
2018,534502,0,534502,Huntington Park,0,0,
2018,554519,0,554519,Cerritos,0,0,
2018,600911,0,600911,Inglewood,0,0,
2018,620800b,0,620800b,Manhattan Beach,0,0,
2018,621104,0,621104,Hermosa Beach,0,0,
2018,702102e,0,702102e,Santa Monica,0,0,
2018,980015c,0,980015c,Harbor City,0,0,
2018,101300b,4.8,101300b,Tujunga,4.8,0,
2018,134001b,0,134001b,Canoga Park,0,0,
2018,187300,0,187300,Silver Lake,0,0,
2018,201200,0,201200,El Sereno,0,0,
2018,203200b,0,203200b,Boyle Heights,0,0,
2018,212306b,0,212306b,Koreatown,0,0,
2018,213201a,0,213201a,Harvard Heights,0,0,
2018,401902a,0,401902a,Claremont,0.5,4,
2018,402902a,0,402902a,Pomona,4.8,0,
2018,405500b,0,405500b,West Covina,0,0,
2018,407801,0,407801,Valinda,0,0,
2018,430901,0,430901,Monrovia,0,0,
2018,570902,0,570902,Lakewood,0,0,
2018,702102b,0,702102b,Santa Monica,0,0,
2018,980010a,0,980010a,Elysian Park,0,0,
2018,113101,4.7,113101,Chatsworth,4.7,0,
2018,123020a,0,123020a,Sun Valley,0,0,
2018,124000a,0,124000a,Valley Village,0,0,
2018,127102,0,127102,Van Nuys,0,0,
2018,132900a,0,132900a,Tarzana,0,0,
2018,194401a,0,194401a,Beverly Grove,0,0,
2018,208502b,0,208502b,Westlake,0,0,
2018,212102,0,212102,Koreatown,0,0,
2018,212306a,0,212306a,Koreatown,0,0,
2018,215102a,0,215102a,Mid-Wilshire,0,0,
2018,221900a,0,221900a,Adams-Normandie,4,1,
2018,293202,0,293202,Harbor Gateway North and South,4.7,0,
2018,294610,0,294610,Wilmington,0,0,
2018,294900,0,294900,Wilmington,0,0,
2018,296901,0,296901,San Pedro,0,0,
2018,480304,0,480304,Alhambra,0,0,
2018,534101a,0,534101a,Bell,0,0,
2018,534803,0,534803,Walnut Park,0,0,
2018,603500,0,603500,Gardena,0,0,
2018,700300b,0,700300b,West Hollywood,0,0,
2018,122121b,4.69999999999999,122121b,Sun Valley,4.69999999999999,0,
2018,234902b,0,234902b,Hyde Park,0,0,
2018,271300b,0,271300b,West Los Angeles,0,0,
2018,128602b,4.6,128602b,Sherman Oaks,4.6,0,
2018,183401a,0,183401a,Highland Park,0,0,
2018,221820,0,221820,University Park,0,0,
2018,269905b,0,269905b,Culver City,0,0,
2018,275200b,0,275200b,Del Rey,0,0,
2018,320201,0,320201,San Fernando,0,0,
2018,432901,0,432901,Rosemead,0,0,
2018,480704,0,480704,South Pasadena,0,0,
2018,533402,0,533402,Maywood,0,0,
2018,535605,0,535605,South Gate,0,0,
2018,650003b,0,650003b,Torrance,0,0,
2018,650901a,0,650901a,Torrance,0,0,
2018,701902cfwyS,0,701902cfwyS,Santa Monica,3.9,1,
2018,701902Tongva,0,701902Tongva,Santa Monica,0,0,
2018,910202b,0,910202b,Northwest Palmdale,4.6,0,
2018,910202c,0,910202c,Northwest Palmdale,0,0,
2018,106405,4.5,106405,Sylmar,4.5,0,
2018,115403,0,115403,Northridge,0,0,
2018,183222b,0,183222b,Highland Park,0,0,
2018,189905b,0,189905b,Hollywood,0,0,
2018,211310a,0,211310a,Koreatown,0,0,
2018,236000e,0,236000e,South Robertson,0,0,
2018,267200b,0,267200b,West Los Angeles,0,0,
2018,542104a,0,542104a,East Compton,0,0,
2018,543905b,0,543905b,Carson,0,0,
2018,554512a,0,554512a,Cerritos,0,0,
2018,900300a,0,900300a,Lancaster,0,0,
2018,980031c,0,980031c,San Pedro,0,0,
2018,120108b,4.4,120108b,Panorama City,4.4,0,
2018,127606b,0,127606b,Van Nuys,0,0,
2018,128500b,0,128500b,Van Nuys,0,0,
2018,197410b,0,197410b,Echo Park,0,0,
2018,241201b,0,241201b,Vermont Vista,0,0,
2018,262604b,0,262604b,Pacific Palisades,0,0,
2018,402804,0,402804,Pomona,0,0,
2018,502902a,0,502902a,South Whittier,0,0,
2018,530005a,0,530005a,Montebello,0,0,
2018,542200c,0,542200c,East Compton,0,0,
2018,551000b,0,551000b,Downey,0,0,
2018,571400a,0,571400a,Lakewood,0,0,
2018,609900,0,609900,San Pedro,0,0,
2018,621201,0,621201,Redondo Beach,0,0,
2018,702002f,0,702002f,Santa Monica,0,0,
2018,900506,0,900506,Lancaster,0,0,
2018,120300b,4.39999999999999,120300b,Panorama City,4.39999999999999,0,
2018,555102b,0,555102b,Lakewood,0,0,
2018,702400a,0,702400a,Culver City,0,0,
2018,134303a,4.3,134303a,West Hills,4.3,0,
2018,141302,0,141302,Sherman Oaks,0,0,
2018,188201b,0,188201b,Silver Lake,0,0,
2018,191203b,0,191203b,East Hollywood,0,0,
2018,218600b,0,218600b,Mid-City,0,0,
2018,237720a,0,237720a,Vermont Knolls,0,0,
2018,267404,0,267404,West Los Angeles,0,0,
2018,269300b,0,269300b,West Los Angeles,0,0,
2018,310900a,0,310900a,Burbank,0,0,
2018,310900b,0,310900b,Burbank,0,0,
2018,408301c,0,408301c,Avocado Heights,0,0,
2018,503103,0,503103,South Whittier,0,0,
2018,541200d,0,541200d,Compton,0,0,
2018,551402,0,551402,Downey,0,0,
2018,602301b,0,602301b,Hawthorne,0,0,
2018,700300a,0,700300a,Beverly Grove,0,0,
2018,701902cfwyN,0,701902cfwyN,Santa Monica,3.7,1,
2018,104500,4.2,104500,Pacoima,4.2,0,
2018,132900b,0,132900b,Encino,0,0,
2018,139303a,0,139303a,Tarzana,0,0,
2018,183401b,0,183401b,Highland Park,0,0,
2018,186202a,0,186202a,Glassell Park,0,0,
2018,186302a,0,186302a,Glassell Park,0,0,
2018,191301a,0,191301a,Silver Lake,1.5,3,
2018,197410c,0,197410c,Echo Park,4.2,0,
2018,208401a,0,208401a,Westlake,0,0,
2018,214902a,0,214902a,Beverly Grove,0,0,
2018,221500a,0,221500a,Adams-Normandie,0,0,
2018,267403a,0,267403a,West Los Angeles,0,0,
2018,293304b,0,293304b,Harbor City,0,0,
2018,433200a,0,433200a,El Monte,0,0,
2018,480802b,0,480802b,Alhambra,0,0,
2018,501002a,0,501002a,West Whittier-Los Nietos,0,0,
2018,533806b,0,533806b,Cudahy,0,0,
2018,534101b,0,534101b,Bell Gardens,0,0,
2018,534406,0,534406,Cudahy,0,0,
2018,551000a,0,551000a,Downey,0,0,
2018,620701,0,620701,Redondo Beach,0,0,
2018,650004,0,650004,Torrance,0,0,
2018,651101a,0,651101a,Torrance,0,0,
2018,910301a,0,910301a,Quartz Hill,0,0,
2018,189101b,4.19999999999999,189101b,Los Feliz,4.19999999999999,0,
2018,480011a,0,480011a,East San Gabriel,0,0,
2018,103400b,4.1,103400b,Sunland,4.1,0,
2018,106111b,0,106111b,Sylmar,0,0,
2018,117405,0,117405,North Hills,0,0,
2018,212101a,0,212101a,Koreatown,0,0,
2018,228410a,0,228410a,Historic South-Central,0,0,
2018,272302a,0,272302a,Mar Vista,0,0,
2018,294301a,0,294301a,Wilmington,0,0,
2018,406000b,0,406000b,Charter Oak,0,0,
2018,408626a,0,408626a,Rowland Heights,0,0,
2018,503602b,0,503602b,La Mirada,0,0,
2018,503902a,0,503902a,La Mirada,0,0,
2018,550700b,0,550700b,Downey,0,0,
2018,602509a,0,602509a,Hawthorne,0,0,
2018,602509c,0,602509c,Hawthorne,0,0,
2018,621002b,0,621002b,Hermosa Beach,0,0,
2018,102105b,4,102105b,Sun Valley,4,0,
2018,120105,0,120105,Panorama City,0,0,
2018,141102,0,141102,Sherman Oaks,0,0,
2018,143100,0,143100,Toluca Lake,0,0,
2018,185100d,0,185100d,Mount Washington,0,0,
2018,209300c,0,209300c,Westlake,0,0,
2018,262604a,0,262604a,Pacific Palisades,0,0,
2018,271801b,0,271801b,Palms,0,0,
2018,271802a,0,271802a,Palms,0,0,
2018,276100,0,276100,Westchester/Playa,0,0,
2018,402002,0,402002,Claremont,0,0,
2018,503701,0,503701,La Mirada,0,0,
2018,532604b,0,532604b,Huntington Park,0,0,
2018,540400a,0,540400a,Watts,0,0,
2018,553100b,0,553100b,Bellflower,0,0,
2018,553400,0,553400,Downey,0,0,
2018,555102c,0,555102c,Hawaiian Gardens,0,0,
2018,602402,0,602402,Hawthorne,1,3,
2018,621004b,0,621004b,Hermosa Beach,2.4,2,
2018,703001a,0,703001a,Culver City,4,0,
2018,901009a,0,901009a,Lancaster,0,0,
2018,901009b,0,901009b,Lancaster,0,0,
2018,109500a,3.9,109500a,Pacoima,3.9,0,
2018,120108a,0,120108a,Panorama City,0,0,
2018,185100c,0,185100c,Highland Park,0,0,
2018,204700a,0,204700a,Boyle Heights,0,0,
2018,211704a,0,211704a,Koreatown,0,0,
2018,277000b,0,277000b,Westchester/Playa,0,0,
2018,293307a,0,293307a,Harbor City,0,0,
2018,530005b,0,530005b,Montebello,0,0,
2018,543306c,0,543306c,Carson,0,0,
2018,554900a,0,554900a,Artesia,0,0,
2018,571400b,0,571400b,Lakewood,0,0,
2018,650300c,0,650300c,Torrance,0,0,
2018,700801b,0,700801b,Beverly Hills,0,0,
2018,106649,3.8,106649,Sylmar,3.8,0,
2018,124201a,0,124201a,North Hollywood,0,0,
2018,124903b,0,124903b,Valley Village,0,0,
2018,134001a,0,134001a,Canoga Park,0,0,
2018,194402a,0,194402a,Beverly Grove,0,0,
2018,199400b,0,199400b,Montecito Heights,0,0,
2018,224700,0,224700,University Park,0,0,
2018,262706a,0,262706a,Pacific Palisades,0,0,
2018,271902,0,271902,Mar Vista,0,0,
2018,311600a,0,311600a,Burbank,0,0,
2018,404202b,0,404202b,Azusa,0,0,
2018,405900a,0,405900a,Covina,0,0,
2018,408623,0,408623,Hacienda Heights,0,0,
2018,541200b,0,541200b,Compton,0,0,
2018,554522b,0,554522b,Cerritos,0,0,
2018,702201c,0,702201c,Santa Monica,0,0,
2018,131900,3.7,131900,Lake Balboa,3.7,0,
2018,134422b,0,134422b,West Hills,0,0,
2018,201504,0,201504,El Sereno,0,0,
2018,208401b,0,208401b,Westlake,0,0,
2018,212203a,0,212203a,Koreatown,0,0,
2018,212203b,0,212203b,Koreatown,0,0,
2018,240402b,0,240402b,Vermont Vista,0,0,
2018,275200a,0,275200a,Del Rey,0,0,
2018,402904,0,402904,Pomona,0,0,
2018,405400b,0,405400b,Vincent,0,0,
2018,406200b,0,406200b,Covina,0,0,
2018,408211b,0,408211b,Industry,0,0,
2018,408706,0,408706,Rowland Heights,0,0,
2018,463101,0,463101,East Pasadena,0,0,
2018,530004,0,530004,Montebello,0,0,
2018,530901,0,530901,East Los Angeles,0,0,
2018,533804,0,533804,Bell,0,0,
2018,534203a,0,534203a,Bell Gardens,0,0,
2018,650101b,0,650101b,Torrance,0,0,
2018,702102bc,0,702102bc,Santa Monica,0,0,
2018,702102d,0,702102d,Santa Monica,0,0,
2018,901210,0,901210,Northwest Antelope Valley,0,0,
2018,920029,0,920029,Santa Clarita,0,0,
2018,119202b,3.69999999999999,119202b,Arleta,3.69999999999999,0,
2018,213310a,0,213310a,Koreatown,0,0,
2018,433200b,0,433200b,El Monte,0,0,
2018,501200c,0,501200c,North Whittier,0,0,
2018,550601a,0,550601a,Downey,0,0,
2018,550601b,0,550601b,Downey,0,0,
2018,651304b,0,651304b,Torrance,0,0,
2018,108201a,3.6,108201a,Porter Ranch,3.6,0,
2018,122121a,0,122121a,Sun Valley,0,0,
2018,133100b,0,133100b,Reseda,0,0,
2018,481605,0,481605,Alhambra,0,0,
2018,501400a,0,501400a,Whittier,0,0,
2018,550700c,0,550700c,Downey,0,0,
2018,603001,0,603001,Gardena,0,0,
2018,131600b,3.59999999999999,131600b,Reseda,3.59999999999999,0,
2018,143200a,0,143200a,Studio City,0,0,
2018,192420b,0,192420b,Larchmont,0,0,
2018,211120c,0,211120c,Westlake,3.3,0,
2018,214400b,0,214400b,Fairfax,3.59999999999999,0,
2018,310601b,0,310601b,Burbank,0,0,
2018,570701a,0,570701a,Lakewood,0,0,
2018,570701b,0,570701b,Lakewood,0,0,
2018,102105a,3.5,102105a,Sun Valley,3.5,0,
2018,121010b,0,121010b,Sun Valley,0,0,
2018,128602a,0,128602a,Valley Glen,0,0,
2018,135114a,0,135114a,Woodland Hills,0,0,
2018,181500b,0,181500b,Eagle Rock,0,0,
2018,191302c,0,191302c,Silver Lake,0,0,
2018,221110a,0,221110a,Pico-Union,0,0,
2018,226420c,0,226420c,Historic South-Central,0,0,
2018,228310a,0,228310a,Historic South-Central,0,0,
2018,236202a,0,236202a,Baldwin Hills/Crenshaw,0,0,
2018,242600b,0,242600b,Watts,0,0,
2018,400900b,0,400900b,Glendora,0,0,
2018,407501c,0,407501c,Valinda,0,0,
2018,407702c,0,407702c,La Puente,0,0,
2018,480802a,0,480802a,Alhambra,0,0,
2018,621004a,0,621004a,Hermosa Beach,2.1,1,
2018,650701a,0,650701a,Torrance,3.5,0,
2018,702202c,0,702202c,Santa Monica,0,0,
2018,920030b,0,920030b,Santa Clarita,0,0,
2018,980026b,0,980026b,Sunland,0,0,
2018,702201d,3.49999999999999,702201d,Santa Monica,3.49999999999999,0,
2018,103200d,3.4,103200d,Tujunga Canyons,3.4,0,
2018,106642c,0,106642c,Granada Hills,0,0,
2018,113237a,0,113237a,Chatsworth,0,0,
2018,132501,0,132501,Reseda,0,0,
2018,137302a,0,137302a,Woodland Hills,0,0,
2018,185100e,0,185100e,Mount Washington,0,0,
2018,191203a,0,191203a,East Hollywood,0,0,
2018,199201a,0,199201a,Lincoln Heights,0,0,
2018,199800,0,199800,Lincoln Heights,0,0,
2018,219020,0,219020,Jefferson Park,0,0,
2018,221500b,0,221500b,Adams-Normandie,0,0,
2018,222200,0,222200,Adams-Normandie,0,0,
2018,271400,0,271400,Mar Vista,0,0,
2018,402405,0,402405,Pomona,0,0,
2018,402502b,0,402502b,Pomona,0,0,
2018,480804,0,480804,Alhambra,0,0,
2018,502003,0,502003,Whittier,0,0,
2018,531901,0,531901,East Los Angeles,0,0,
2018,573403,0,573403,Signal Hill,0,0,
2018,620800a,0,620800a,Manhattan Beach,0,0,
2018,621324b,0,621324b,Redondo Beach,0,0,
2018,910501,0,910501,Palmdale,0,0,
2018,980004b,3.39999999999999,980004b,Palmdale,3.39999999999999,0,
2018,104701,3.3,104701,Pacoima,3.3,0,
2018,183103c,0,183103c,Montecito Heights,0,0,
2018,186100b,0,186100b,Eagle Rock,0,0,
2018,199202a,0,199202a,Montecito Heights,0,0,
2018,201120,0,201120,El Sereno,0,0,
2018,204110a,0,204110a,Boyle Heights,0,0,
2018,209820a,0,209820a,Pico-Union,0,0,
2018,209820b,0,209820b,Pico-Union,0,0,
2018,213320a,0,213320a,Koreatown,0,0,
2018,224310b,0,224310b,Pico-Union,0,0,
2018,231210a,0,231210a,Exposition Park,0,0,
2018,234902a,0,234902a,Hyde Park,0,0,
2018,310202,0,310202,Burbank,0,0,
2018,501700,0,501700,Whittier,0,0,
2018,534802,0,534802,Walnut Park,0,0,
2018,540502b,0,540502b,Lynwood,0,0,
2018,553802b,0,553802b,Paramount,0,0,
2018,620901,0,620901,Manhattan Beach,0,0,
2018,621002a,0,621002a,Hermosa Beach,0,0,
2018,650101a,0,650101a,Torrance,0,0,
2018,900605a,0,900605a,Lancaster,0,0,
2018,900605b,0,900605b,Lancaster,0,0,
2018,103400a,3.2,103400a,Sunland,3.2,0,
2018,111202a,0,111202a,Granada Hills,0,0,
2018,119700c,0,119700c,Panorama City,0,0,
2018,127606a,0,127606a,Van Nuys,0,0,
2018,191420a,0,191420a,East Hollywood,0,0,
2018,213202b,0,213202b,Harvard Heights,0,0,
2018,264102,0,264102,Brentwood,0,0,
2018,267902,0,267902,West Los Angeles,0,0,
2018,271500,0,271500,Mar Vista,0,0,
2018,311802,0,311802,Burbank,0,0,
2018,407002a,0,407002a,West Puente Valley,0,0,
2018,407702b,0,407702b,La Puente,0,0,
2018,500404,0,500404,Pico Rivera,0,0,
2018,503201,0,503201,South Whittier,0,0,
2018,531800b,0,531800b,East Los Angeles,0,0,
2018,533202,0,533202,Huntington Park,0,0,
2018,541801a,0,541801a,Lynwood,0,0,
2018,603102,0,603102,Gardena,0,0,
2018,651304a,0,651304a,Torrance,0,0,
2018,701902eStr,0,701902eStr,Santa Monica,2.7,1,
2018,910402,0,910402,Palmdale,3.2,0,
2018,980009b,0,980009b,Hollywood Hills,0,0,
2018,143200b,3.19999999999999,143200b,Studio City,3.19999999999999,0,
2018,221304a,0,221304a,Harvard Heights,0,0,
2018,228420a,0,228420a,Historic South-Central,0,0,
2018,113211a,3.1,113211a,Chatsworth,3.1,0,
2018,113211p,0,113211p,Chatsworth,0,0,
2018,115101a,0,115101a,Northridge,0,0,
2018,115101b,0,115101b,Northridge,0,0,
2018,115101c,0,115101c,Northridge,0,0,
2018,123800a,0,123800a,Valley Glen,1.6,2,
2018,211704b,0,211704b,Koreatown,3.1,0,
2018,211803,0,211803,Koreatown,0,0,
2018,216200a,0,216200a,Mid-Wilshire,0,0,
2018,239802a,0,239802a,Florence,0,0,
2018,262200a,0,262200a,Bel-Air,0,0,
2018,406902b,0,406902b,West Puente Valley,0,0,
2018,408705a,0,408705a,Rowland Heights,0,3,
2018,434004b,0,434004b,Avocado Heights,3.1,0,
2018,543304a,0,543304a,Carson,0,0,
2018,650701b,0,650701b,Torrance,0,0,
2018,700801a,0,700801a,Beverly Hills,0,0,
2018,195903b,3.09999999999999,195903b,Silver Lake,3.09999999999999,0,
2018,920031a,0,920031a,Santa Clarita,0,0,
2018,113102b,3,113102b,Chatsworth,3,0,
2018,115202d,0,115202d,Northridge,1.5,2,
2018,119900,0,119900,Panorama City,3,0,
2018,124903a,0,124903a,Valley Village,0,0,
2018,137104b,0,137104b,Woodland Hills,0,0,
2018,190402,0,190402,Los Feliz,0,0,
2018,192300,0,192300,Hancock Park,0,0,
2018,194101,0,194101,Hollywood Hills West,0,0,
2018,212410,0,212410,Koreatown,0,0,
2018,214100,0,214100,Hancock Park,0,0,
2018,222002,0,222002,Exposition Park,0,0,
2018,228210c,0,228210c,Central-Alameda,0,0,
2018,228310b,0,228310b,Historic South-Central,0,0,
2018,265301,0,265301,Westwood,0,0,
2018,267800b,0,267800b,West Los Angeles,0,0,
2018,270200c,0,270200c,Mid-City,0,0,
2018,402706,0,402706,Pomona,0,0,
2018,403721b,0,403721b,Covina,0,0,
2018,404302,0,404302,Azusa,0,0,
2018,404504a,0,404504a,Citrus,0,0,
2018,404600a,0,404600a,Irwindale,0,0,
2018,407501b,0,407501b,La Puente,0,0,
2018,408141a,0,408141a,South San Jose Hills,0,0,
2018,481712,0,481712,Monterey Park,0,0,
2018,482402a,0,482402a,South San Gabriel,0,0,
2018,533403,0,533403,Maywood,0,0,
2018,534302,0,534302,Cudahy,0,0,
2018,550901,0,550901,Downey,0,0,
2018,552800,0,552800,Norwalk,0,0,
2018,554203,0,554203,Bellflower,0,0,
2018,602004,0,602004,Inglewood,0,0,
2018,650501,0,650501,Torrance,0,0,
2018,920042b,0,920042b,Santa Clarita,0,0,
2018,920338,0,920338,Stevenson Ranch,0,0,
2018,104821b,2.9,104821b,Pacoima,2.9,0,
2018,109500b,0,109500b,Pacoima,0,0,
2018,123205a,0,123205a,North Hollywood,0,0,
2018,134201b,0,134201b,Winnetka,0,0,
2018,191120c,0,191120c,East Hollywood,0,0,
2018,204410b,0,204410b,Boyle Heights,0,0,
2018,236000d,0,236000d,Baldwin Hills/Crenshaw,0,0,
2018,292000c,0,292000c,Harbor Gateway North and South,0,0,
2018,401800b,0,401800b,Claremont,0,0,
2018,405600a,0,405600a,West Covina,0,0,
2018,433801a,0,433801a,El Monte,0,0,
2018,530202c,0,530202c,East Los Angeles,0,0,
2018,540000c,0,540000c,Lynwood,0,0,
2018,573402a,0,573402a,Signal Hill,0,0,
2018,104204a,2.8,104204a,Lake View Terrace,2.8,0,
2018,123800c,0,123800c,Valley Glen,1.4,1,
2018,127711,0,127711,Van Nuys,2.8,0,
2018,192420a,0,192420a,Larchmont,0,0,
2018,197600c,0,197600c,Downtown,0,0,
2018,218210a,0,218210a,Mid-City,0,0,
2018,236400,0,236400,Baldwin Hills/Crenshaw,0,0,
2018,267402a,0,267402a,West Los Angeles,0,0,
2018,267402b,0,267402b,West Los Angeles,0,0,
2018,310703,0,310703,Burbank,0,0,
2018,403802a,0,403802a,Covina,0,0,
2018,405002b,0,405002b,Baldwin Park,0,0,
2018,408202e,0,408202e,Industry,0,0,
2018,531603a,0,531603a,East Los Angeles,0,0,
2018,533703c,0,533703c,Bell,0,0,
2018,550400,0,550400,Downey,0,0,
2018,553200a,0,553200a,Bellflower,0,0,
2018,702202a,0,702202a,Santa Monica,0,0,
2018,106111a,2.7,106111a,Sylmar,2.7,0,
2018,123203b,0,123203b,North Hollywood,0,0,
2018,139402b,0,139402b,Tarzana,0,0,
2018,139703a,0,139703a,Encino,0,0,
2018,143800a,0,143800a,Studio City,0,0,
2018,186302b,0,186302b,Glassell Park,0,0,
2018,187102a,0,187102a,Atwater Village,0,0,
2018,189903,0,189903,Hollywood,0,0,
2018,190401,0,190401,Los Feliz,0,0,
2018,211701,0,211701,Windsor Square,0,0,
2018,218702b,0,218702b,Jefferson Park,0,0,
2018,226420a,0,226420a,Historic South-Central,0,0,
2018,226420b,0,226420b,Historic South-Central,0,0,
2018,265602,0,265602,Westwood,0,0,
2018,400404p,0,400404p,Glendora,0,0,
2018,408630b,0,408630b,Hacienda Heights,0,0,
2018,433501a,0,433501a,Whittier Narrows,0,0,
2018,480302,0,480302,Alhambra,0,0,
2018,482201,0,482201,Monterey Park,0,0,
2018,532900b,0,532900b,Florence-Firestone,0,0,
2018,600601,0,600601,Inglewood,0,0,
2018,910502b,0,910502b,Palmdale,0,0,
2018,910716a,0,910716a,Palmdale,0,0,
2018,194200a,2.69999999999999,194200a,Hollywood Hills West,2.69999999999999,0,
2018,101300a,2.6,101300a,Tujunga,2.6,0,
2018,113211b,0,113211b,Chatsworth,0,0,
2018,119320,0,119320,Panorama City,0,0,
2018,124102b,0,124102b,North Hollywood,0,0,
2018,131100,0,131100,Lake Balboa,0,0,
2018,137401a,0,137401a,Woodland Hills,0,0,
2018,137401b,0,137401b,Woodland Hills,0,0,
2018,204300,0,204300,Boyle Heights,0,0,
2018,212610b,0,212610b,Koreatown,0,0,
2018,234902c,0,234902c,Hyde Park,0,0,
2018,297400,0,297400,San Pedro,0,0,
2018,297500b,0,297500b,San Pedro,0,0,
2018,311801b,0,311801b,Burbank,0,3,
2018,405702a,0,405702a,Covina,2.6,0,
2018,408212a,0,408212a,Industry,0,0,
2018,481713,0,481713,Monterey Park,0,0,
2018,482202,0,482202,Monterey Park,0,0,
2018,532900a,0,532900a,Florence-Firestone,0,0,
2018,533601,0,533601,Bell,0,0,
2018,535606,0,535606,South Gate,0,0,
2018,535902,0,535902,South Gate,0,0,
2018,541700,0,541700,Lynwood,0,0,
2018,554201,0,554201,Bellflower,0,0,
2018,571102,0,571102,Lakewood,0,0,
2018,601502,0,601502,Lennox,0,0,
2018,602700b,0,602700b,Hawthorne,0,0,
2018,603802,0,603802,Lawndale,0,0,
2018,650300b,0,650300b,Torrance,0,0,
2018,650603,0,650603,Torrance,0,0,
2018,901102a,0,901102a,Quartz Hill,0,0,
2018,910716b,0,910716b,Palmdale,0,0,
2018,267200c,2.59999999999999,267200c,West Los Angeles,2.59999999999999,0,
2018,543321b,0,543321b,Carson,0,0,
2018,554900b,0,554900b,Artesia,0,0,
2018,101400b,2.5,101400b,Tujunga,2.5,0,
2018,113401c,0,113401c,Winnetka,0,0,
2018,123800b,0,123800b,Valley Glen,1.3,1,
2018,132102b,0,132102b,Lake Balboa,2.5,0,
2018,143300b,0,143300b,Studio City,0,0,
2018,143700a,0,143700a,Hollywood Hills,0,0,
2018,194401b,0,194401b,Beverly Grove,0,0,
2018,211804a,0,211804a,Koreatown,0,0,
2018,211804b,0,211804b,Koreatown,0,0,
2018,262501b,0,262501b,Pacific Palisades,0,0,
2018,262802c,0,262802c,Pacific Palisades,0,0,
2018,269904a,0,269904a,Palms,0,0,
2018,297500a,0,297500a,San Pedro,0,0,
2018,400604a,0,400604a,Azusa,0,0,
2018,405600b,0,405600b,West Covina,0,0,
2018,502802b,0,502802b,Santa Fe Springs,0,0,
2018,543306a,0,543306a,Carson,0,0,
2018,600802a,0,600802a,Inglewood,0,0,
2018,602600a,0,602600a,Gardena,0,0,
2018,701302b,0,701302b,Santa Monica,0,0,
2018,900805a,0,900805a,Lancaster,0,0,
